word,phonemes,label
innflytjandi,start IH N F L IH T,Y
dagatal,start T AE,AE
ernir,start EH R T N IH,R
langur,start L AE UW NG K R,stop
skelfing,start S EH,L
hvalreki,start K V AE L R EH K,IH
gengi,start EH IH,IH
glær,start K,L
flensborg,start F L EH,N
botnlangaskurður,start P AO HH T N L AE UW NG K AE S K R,DH
fræni,start F R AE,IH
langreyður,start L AE UW NG K R EH IH DH,R
vínber,start V IH,N
langur,start L,AE
jósefína,start,Y
skelfing,start S EH L V IH,NG
mismikill,start M IH S M IH,IH
stjarneðlisfræði,start S T Y AE R T N EH DH L IH S F R,AE
stæra,start S T,AE
eftirlíking,start EH F T IH R L IH IH NG,K
buxnadragt,start P S N AE T R,AE
fjórðapartsnóta,start F Y OH UW R DH,AE
klápur,start K L AE UW,P
falstur,start,F
klekja,start K L EH AE,stop
bugur,start P,R
smokkur,start S M AO HH K,R
úkraínska,start UW K R AE,IH
melding,start M EH L T IH,NG
þakkagjörð,start TH AE,HH
fagurblár,start F,AE
greindur,start K R EH IH N T,R
flugfélag,start F L F Y EH L,AE
brómber,start P R OH UW M P EH,R
geir,start K EH IH,R
vesturland,start V EH S T R,L
barrspæta,start P,AE
rjúfa,start R Y UW V,AE
fýsn,start,F
æla,start AE IH L,AE
fregn,start F R EH,K
hraustur,start S,T
skáldskapur,start S K AE,UW
angóla,start AE NG K OH UW L AE,stop
gígja,start IH Y AE,stop
gletta,start K L EH HH T,AE
dýjamosi,start T,IH
rússland,start,R
fylgsni,start F IH L K S T N,IH
framsaga,start F R AE M S AE AE,stop
hálfendir,start,HH
tárvotur,start T AE UW,R
barnæska,start P AE R T N AE,IH
dofi,start T AO V IH,stop
axlabönd,start AE S T L AE P AE N T,stop
óra,start OH,UW
flasa,start,F
heimta,start HH,EH
mótorhjól,start M OH UW T AO R,OH
regndropi,start,R
hurð,start HH R,DH
snark,start,S
kappi,start K AE,HH
lofa,start L AO,V
þrengja,start TH R EH IH AE,stop
þvættingur,start TH V,AE
briskirtill,start P R IH S IH T,IH
rifa,start,R
eyland,start EH IH L,AE
staðhæfing,start S T AE DH HH AE IH V IH,NG
hyrna,start HH IH R T N,AE
mjónefur,start M Y OH UW N EH V R,stop
andarungi,start AE,N
öryggisfyrirtæki,start,AE
svipur,start S,V
græta,start K R AE IH,T
hvalur,start AE L,R
krol,start K,R
leiðindi,start L EH IH,DH
valhneta,start V AE L EH T AE,stop
hæll,start,HH
söngvari,start S NG,K
hófur,start HH,OH
græðgi,start K R AE IH DH,IH
veila,start V EH IH L,AE
tiggi,start T,IH
hnellinn,start,EH
æta,start AE IH T,AE
bjarma,start P Y AE R,M
innritun,start IH,N
merkur,start M EH K,R
nágrenni,start N AE,UW
reyður,start R EH IH DH R,stop
gengismunur,start EH IH IH S M N,R
jafnvægi,start Y AE P N V AE IH Y,IH
glæruvængur,start K L AE IH R,V
dyntóttur,start T IH T OH,UW
hljóðfæri,start Y,OH
knega,start K N EH AE,stop
hóll,start HH OH,UW
hvirfilvindur,start IH R V IH L V IH,N
bensínsala,start P EH N S IH N S AE L AE,stop
uppskurður,start HH P S K R,DH
sníkja,start S N IH AE,stop
páka,start P AE UW K AE,stop
lögregluþjónn,start L AE R EH K,L
kameldýr,start K AE M EH,L
undirheiti,start N T IH R,HH
djöfladýrkun,start T Y AE P L AE T,IH
klukka,start K L HH K,AE
harma,start HH AE R M AE,stop
klúðra,start K L,UW
malmquist,start M AE L M K V,IH
eintyngdur,start EH IH N T IH NG T,R
áhersla,start AE,UW
aðskilnaðarstefna,start AE,DH
drepsótt,start T R EH,P
rappa,start R AE HH,P
própan,start,P
nýting,start N IH T IH NG K,stop
ferð,start F EH R DH,stop
flónska,start F L OH UW N,S
griffill,start K R IH F IH T L,stop
tilkynning,start T IH L IH N,IH
eís,start,EH
leikskóli,start L,EH
framleiða,start F R AE M L EH IH DH,AE
mardís,start M AE R T IH S,stop
skali,start S K AE L,IH
kjötkveðjuhátíð,start AE T K V EH DH Y HH AE UW T IH DH,stop
þvæla,start TH V AE IH L AE,stop
skynjun,start S IH,N
mínúta,start,M
brennisóley,start P R,EH
rimill,start R,IH
stríða,start S,T
meyjarhaft,start M EH IH,Y
tréspíri,start T R Y EH S P,IH
ólífa,start OH UW L,IH
brottvísun,start,P
falda,start F,AE
þrífa,start TH R IH V,AE
tögl,start T,AE
gjamma,start AE,M
aldinborg,start AE L T IH,N
synd,start,S
iðngrein,start IH,DH
konungsveldi,start K AO N UW NG K,S
rósmarín,start R OH UW S M AE,R
framkvæmdastjóri,start F R AE M K V AE,IH
stjórnklefi,start S T Y OH,UW
agalega,start AE AE L,EH
halldís,start HH,AE
teygjulak,start T,EH
nálgunarbann,start N AE UW L K N AE R P AE,N
markmaður,start M AE K M AE DH,R
jósebína,start Y OH UW S EH P IH N,AE
alvitur,start,AE
fuglahræða,start F K L AE,AE
rifta,start,R
gervitungl,start EH R V IH T,UW
orðrómur,start AO R,DH
rafali,start R AE V AE,L
heimur,start HH EH IH,M
þjónusta,start TH Y OH UW,N
gíslína,start IH S T L IH,N
ættingi,start AE IH HH T,IH
dæld,start T AE IH L T,stop
reiðufé,start R EH IH DH F Y EH,stop
björgvin,start P Y AE R K,V
efasemd,start,EH
klífa,start K,L
sólblóm,start S OH UW L P L OH UW M,stop
niðurgangur,start,N
spendýr,start S P EH N,T
fjörfiskur,start F Y AE R F IH,S
suðurljós,start,S
mjalli,start,M
bjargmundur,start P Y,AE
spindill,start S P IH,N
strokka,start S T,R
austurríkismaður,start S T R,R
hýdrat,start IH,T
setningafræði,start S EH HH T N IH,NG
kefli,start EH P,L
flugur,start,F
fnykur,start F N IH,K
eldgos,start EH L T K AO,S
orma,start AO R,M
pokadýr,start,P
vilhjálmía,start V IH L,AE
hrapa,start,AE
bókstafur,start P OH UW K S T AE V R,stop
frjóhnappur,start F R Y,OH
spánverji,start S P AE UW N V EH R,Y
þvarg,start,TH
vatnalilja,start V,AE
hornafræði,start HH AO R T N AE F R AE IH DH,IH
þjálfa,start TH,Y
þumalputti,start,TH
tyrkneska,start T IH K N EH S K AE,stop
hani,start HH AE N IH,stop
ábyrgð,start,AE
safírblár,start S AE,F
össurína,start AE S R IH N,AE
móðurmál,start M,OH
grannur,start K R AE N R,stop
fjandskapur,start F Y AE N T S K,AE
naðra,start N AE,DH
sál,start,S
tötur,start T AE T,R
ættingi,start AE IH HH,T
undanfarinn,start N T AE N F,AE
frjósemi,start F R Y OH UW S,EH
forsetningarliður,start F AO S EH HH T N,IH
tröllatré,start T R AE,T
kólna,start K,OH
víngarður,start,V
mæði,start M AE IH DH IH,stop
tötur,start T AE,T
póstkort,start P OH,UW
elska,start,EH
mýrastör,start M IH R AE S T,AE
amper,start,AE
búmaður,start P UW M AE DH R,stop
hebreska,start HH EH P R EH S K,AE
jóhannesína,start Y OH UW HH AE N EH S IH N,AE
dani,start T AE N IH,stop
tilfinningalaus,start T IH L F IH N IH NG,K
jarðarbúi,start Y AE R DH AE R P UW,IH
krækill,start K R,AE
vélfræði,start V Y EH L F R,AE
tylla,start,T
flekkur,start F L EH HH K,R
tylla,start T IH,T
lýsingarorð,start L IH S IH NG K AE R AO,R
belja,start P EH,L
stálull,start S T AE UW L T L,stop
frímúrari,start F,R
krónprins,start K R OH,UW
einar,start EH IH N,AE
verður,start V EH R DH,R
feigð,start F,EH
úkraínska,start,UW
askur,start AE S,K
brenninetla,start P R EH N IH N,EH
gröftur,start K R AE F,T
hóruhús,start,HH
taíland,start,T
heiðarleiki,start HH EH IH DH AE,R
éta,start Y EH T,AE
krossfesting,start K,R
hattari,start,HH
hægðatregða,start HH,AE
sönnun,start S AE N,N
rassgat,start R AE S K AE T,stop
hakakross,start HH AE K AE K,R
gæsahúð,start AE IH S AE HH UW DH,stop
herkvaðning,start HH EH K,V
engi,start,EH
vinátta,start V IH,N
lóðleit,start L OH,UW
blóðleysi,start P L OH,UW
teikna,start T EH IH HH K N AE,stop
valköstur,start V AE L K AE S T R,stop
orðhlutafræði,start AO R DH T AE F R AE IH DH IH,stop
sjón,start,S
hvæsa,start K,V
lækjasef,start L AE IH AE S,EH
vínberjalögur,start V IH N,P
brauðmoli,start P R,DH
púði,start P UW,DH
neðanjarðarbraut,start N EH DH AE N Y AE R DH,AE
seiði,start S EH IH DH IH,stop
tilvísunarfornafn,start T IH L V IH S N AE R F AO R N AE P,N
rafgeymir,start R AE V EH IH,M
internet,start IH T EH R N EH T,stop
þrífa,start TH,R
mútta,start,M
smjörhnífur,start S M Y AE R IH,V
sjóari,start S Y OH UW,AE
skjálfa,start S,AE
hverflyndi,start K V EH R V L,IH
mosavaxinn,start M AO S AE V AE,S
gretta,start K R EH HH T AE,stop
unnusta,start N S T,AE
dráttur,start T R AE UW,HH
breiddargráða,start P R EH IH T,AE
uppspretta,start HH P,S
mannasiður,start,M
rúrik,start,R
aðaláhrif,start AE DH AE L AE UW IH,V
b,start P Y EH,stop
þvættingur,start TH V AE IH HH T IH NG,K
forheimskun,start F AO,R
innyfli,start IH N,IH
snupra,start S N,P
rætur,start R AE IH,T
riffill,start R IH,F
rella,start R EH T L AE,stop
helín,start HH EH L IH N,stop
prúðmenni,start P R UW DH M EH N IH,stop
greiðsla,start K R EH IH DH S T L AE,stop
samviskusamur,start S,AE
búningur,start P UW N IH NG,K
leikritaskáld,start L EH IH K,R
vætla,start V AE IH HH T L AE,stop
pardus,start,P
stjarneðlisfræði,start S T Y AE R T N EH DH L IH S F R AE IH DH IH,stop
haf,start,HH
skjal,start S,AE
snjallsími,start S T N Y AE,T
fimbulvetur,start F IH M,P
járna,start Y AE,UW
þrándheimur,start TH,R
snilli,start S T N IH,T
sverfa,start S V EH R V AE,stop
jóhannesína,start Y OH UW HH,AE
rín,start,R
trygging,start T R IH IH NG K,stop
fiskifræði,start F IH S IH F R AE IH DH IH,stop
svara,start S V AE R AE,stop
sónatína,start S OH UW N,AE
páldís,start P AE UW,L
sýrena,start S IH R EH N,AE
þorgeir,start,TH
depill,start T EH P IH T,L
þvottur,start TH V AO HH T,R
líta,start L IH,T
mannfræði,start M,AE
fasani,start,F
út,start UW,T
sameina,start S AE M EH IH,N
dugfús,start T F UW,S
teygjanleiki,start T EH IH Y AE N,L
dragt,start,T
flaggskip,start F L AE K S IH,P
dægurlag,start T AE IH R L,AE
svefnherbergi,start S,V
bómull,start P,OH
hjólhýsi,start OH UW,L
móttaka,start M OH,UW
safnið,start S AE P N IH DH,stop
miðjarðarhaf,start M IH DH Y AE R,DH
bardagalist,start P AE R T AE AE L IH S,T
skorsteinn,start S K AO S T EH IH T,N
flýja,start F L IH Y,AE
syngja,start S,IH
orðsifjar,start,AO
helluhnoðri,start HH,EH
ruddalegur,start R,T
skvísa,start S K V IH S,AE
uppgjör,start HH,P
hálfleiðari,start HH AE UW L V L EH IH,DH
melóna,start M EH L OH UW,N
hóra,start HH OH,UW
lífljómun,start L IH V L Y OH UW,M
segulsvið,start S EH L S V IH DH,stop
lífsspursmál,start L IH F S S P S M,AE
mold,start,M
framreiðsla,start F R AE,M
þriðjudagur,start TH R IH DH Y T AE R,stop
karlfugl,start,K
opnun,start AO HH P,N
fas,start F AE,S
ólga,start OH UW,L
biðill,start,P
bláhrafn,start P,L
þíða,start TH IH DH,AE
piparsveinn,start,P
nærverufall,start N AE IH R V EH,R
kjarrsveifgras,start AE,R
krossmaðra,start K R,AO
mettun,start M EH HH T,N
réttritun,start,R
dvöl,start T V,AE
axlabönd,start AE S T L AE P,AE
hjaðna,start AE DH,N
sýning,start S IH N IH,NG
anddyri,start AE N T T IH R IH,stop
erkiengill,start EH IH,EH
dalía,start T AE L IH,Y
ávarpsfall,start AE UW V AE,P
eva,start EH V AE,stop
kal,start,K
samhljóði,start S AE,M
lágþrýstingur,start L AE UW TH R,IH
kím,start IH,M
fursti,start F,S
klæði,start K L AE IH,DH
apamaður,start AE P AE,M
melur,start M,EH
aðvörun,start AE,DH
stjarfi,start S T Y AE R V,IH
markgreifi,start,M
járna,start Y,AE
skyn,start S IH N,stop
rýtingur,start R IH T IH,NG
gleðikona,start K L EH DH,IH
kápa,start K,AE
kaðall,start,K
skollafingur,start S K AO T L AE F IH NG K R,stop
þruma,start TH,R
endastöð,start EH N T AE S T,AE
strikamerki,start S T R,IH
bárujárn,start,P
hreindýrakjöt,start EH IH N T,IH
orðatiltæki,start AO R DH AE T IH,T
tafnið,start T AE,P
samvistarfall,start S AE M V IH S T,AE
tréblásturshljóðfæri,start T R Y EH P L AE UW S T S Y OH UW DH F,AE
barrspæta,start P AE R S P AE IH T,AE
soldill,start S AO,L
selma,start S,EH
deila,start T,EH
galsi,start K AE L S,IH
marsering,start,M
kofaþorp,start K AO V AE TH AO P,stop
kapítuli,start K,AE
andefni,start AE N T EH,P
ávarpa,start AE UW V AE P,AE
asna,start AE S T N AE,stop
pardus,start P AE R T S,stop
löggjafarvald,start L AE AE V AE R V AE,L
snotur,start S T N AO,T
dreifa,start T R EH IH V,AE
guðbrandína,start K V DH P R AE N T IH N AE,stop
hippi,start HH IH HH P IH,stop
mosajafni,start M,AO
sleipa,start S,T
gluggatjald,start K L K AE T Y AE,L
andlit,start AE,N
lýja,start L IH,Y
baksa,start P,AE
platónskur,start P L AE T OH UW,N
pútta,start,P
yfirheiti,start,IH
barmmerki,start P AE R M M EH,IH
hótfyndni,start HH OH UW T F,IH
pokabjörn,start P AO K AE P Y AE R,T
hálfsystir,start HH AE UW L,V
umskurður,start M S K,R
sígaretta,start S IH AE R,EH
dill,start T,IH
yfirráð,start IH V IH R R,AE
geldingahnappur,start EH L T IH NG K AE AE,HH
ritari,start R IH T AE R,IH
serbókróatíska,start S EH R P OH UW K R OH UW AE T IH S,K
abbadís,start AE P AE T,IH
smæra,start S M,AE
erja,start EH R Y,AE
skeyti,start S EH IH T IH,stop
meirihluti,start,M
sverrína,start,S
svissneskur,start S V IH S T N EH,S
leit,start,L
höfn,start HH AE,P
fella,start,F
samband,start S AE M,P
koddi,start K AO T IH,stop
lesblindur,start L EH S P L IH,N
ingvarsson,start IH NG K V AE S S AO,N
norræna,start N,AO
vindill,start V IH N T IH,T
dyntur,start T IH,T
hárlýja,start HH AE UW R L IH Y,AE
ljósastör,start L Y OH UW S AE S T,AE
fornnorræna,start F AO R T N N AO,R
strætisvagn,start S T R AE IH T IH S V AE K,N
einhver,start EH IH,N
hrísgrjónavín,start IH S K R Y OH UW N,AE
firring,start F,IH
afli,start AE P,L
duna,start T N,AE
sjóður,start S Y OH UW,DH
dæmi,start T AE IH M,IH
fyrirtæki,start F IH R IH R T,AE
ásmundur,start AE UW S,M
völlur,start V AE T L,R
þráðnykra,start TH R AE UW,DH
félag,start,F
kokkteill,start K AO,HH
grasasni,start,K
gull,start K T L,stop
sveigur,start,S
skánn,start S K AE UW T N,stop
spinna,start S,P
teningur,start T EH N IH,NG
stikill,start S T IH IH T,L
jónmundur,start Y OH UW N,M
strandsauðlaukur,start S T R,AE
þrístrendingur,start TH R IH S T R EH N T IH NG K R,stop
bakborði,start P AE,K
norn,start N AO,R
frændsemi,start F R AE IH N T S EH,M
lækjafræhyrna,start L,AE
tossa,start T AO S AE,stop
bjúgur,start P Y UW,R
tota,start T AO T AE,stop
tyrðill,start T IH R DH IH,T
rass,start R AE S,stop
nákvæmlega,start N AE UW K V AE IH,M
dýrabúð,start T IH R,AE
franska,start F,R
eggjárn,start EH K Y AE UW R,T
smjör,start,S
fyðill,start F IH DH,IH
pétti,start,P
kolvetni,start K AO L V,EH
skaða,start S K AE,DH
greifingi,start K R,EH
fjallanóra,start F Y AE T,L
hrani,start AE N,IH
nýsnævi,start N IH S N AE,IH
vestari,start,V
fróður,start F R OH UW,DH
sáttmáli,start S AE UW HH,T
hegna,start,HH
hliðarvasi,start IH DH AE R V AE,S
stokkhólmur,start S T AO HH K HH OH UW L M R,stop
nývirki,start N IH V IH,IH
hringlaga,start IH NG K,L
leyni,start L EH IH,N
dökkasef,start T AE HH K,AE
framhlaðningur,start F R AE M AE DH N IH NG K,R
gilitrutt,start IH L IH T R,HH
miðaldalatína,start M IH DH AE L T AE L AE T IH,N
lögreglumaður,start L AE R,EH
nákvæmlega,start N AE UW,K
brottför,start P R AO HH T,F
pollagalli,start P AO T L AE K AE L IH,stop
freknóttur,start F R EH HH K N,OH
stinnasef,start S T IH N AE S EH V,stop
snös,start S N AE S,stop
fornafn,start F AO R N AE P N,stop
dögg,start T AE,K
göngutúr,start K NG K T,UW
leikvöllur,start L EH IH K,V
erfðafræði,start,EH
eftirmiðdagur,start EH F T IH R M IH DH,T
brýni,start P R IH,N
metta,start M EH,HH
gjamm,start AE M,stop
stofnun,start S T AO P N N,stop
hamur,start HH AE,M
aðalmerki,start AE DH AE,L
neitunarháttur,start N EH IH T N AE R HH AE UW HH T,R
óskhyggja,start OH UW S K HH IH AE,stop
spjót,start S P Y OH UW T,stop
prófsumma,start P R OH,UW
strandsauðlaukur,start S T R AE N T S DH L K R,stop
uppskurður,start,HH
hjálparsögn,start AE,UW
gjörð,start AE R,DH
náttúruval,start N AE,UW
vindill,start V IH N T IH T,L
afsökun,start AE F S AE K N,stop
vélinda,start V Y,EH
eftirsókn,start EH F T IH R S OH,UW
nákvæmlega,start N AE UW K V AE IH M L EH,AE
áhyggja,start AE,UW
vikur,start V IH K R,stop
bólgna,start P OH UW L N AE,stop
springa,start S,P
kjaga,start,AE
loforð,start L AO V AO R DH,stop
tvívetni,start T V IH V,EH
hrafntinna,start AE,P
óafturkræfur,start OH UW AE F,T
æ,start AE IH,stop
appelsína,start AE HH P EH L S IH,N
rasismi,start R AE,S
blær,start P L AE IH R,stop
átti,start AE UW HH T,IH
pýþagóras,start P IH TH AE K OH UW R AE S,stop
skógartoppur,start,S
kynkvísl,start IH N,K
kumbaraland,start K M P AE R AE L AE,N
fjarvera,start F Y AE R V EH R AE,stop
þróa,start TH R OH UW,AE
lest,start,L
rata,start R AE,T
beita,start P EH,IH
niðjatal,start N IH DH Y AE T,AE
smalamaður,start S M AE L AE M,AE
alaskaösp,start AE L AE,S
hnésbót,start Y EH S P OH UW T,stop
kaup,start K P,stop
freisting,start F R EH IH S T,IH
smyrsl,start S M IH S T,L
rekald,start R EH,K
hængur,start HH AE IH NG,K
konráð,start K AO N R AE,UW
búðarþjófur,start P UW DH,AE
jarma,start Y AE R,M
staðarfall,start S,T
vafur,start V AE V R,stop
sendill,start S,EH
fúga,start F UW,AE
torvelda,start T AO R V EH L T,AE
norrænn,start N AO R R AE,IH
grænlenskur,start K R,AE
skráning,start S K R AE UW N IH,NG
þorgerður,start,TH
múrbrjótur,start,M
bólstur,start P OH,UW
blómstra,start P L OH UW M S T R,AE
kúfa,start K UW,V
valhöll,start V,AE
liðsforingi,start L IH DH,S
clausen,start K L AE UW S EH,N
fjörfiskur,start F Y AE R F,IH
forsetningarliður,start F AO S,EH
nögl,start N AE K,L
mark,start,M
trissa,start T R IH S,AE
grýlukerti,start K R IH L EH T,IH
daglega,start T AE L EH,AE
jafn,start Y,AE
nýnorska,start N,IH
hagi,start HH,AE
útsaumur,start,UW
hjarðmaður,start AE R DH M AE DH R,stop
rjómakaka,start R,Y
klæðnaður,start K L AE IH DH N AE DH R,stop
foringi,start,F
brómber,start P R OH UW,M
uppkast,start HH P K AE S T,stop
eggja,start,EH
kveðja,start K V EH DH,Y
anúbis,start AE N UW P IH,S
hnykill,start IH IH,T
rússneskur,start R UW S T N EH S,K
hugrekki,start HH R EH HH K,IH
tipla,start T,IH
lífsspursmál,start L IH F S S P S M AE UW,L
drottningarhrókur,start T R AO HH T N IH NG K AE R,OH
dreggjar,start T R EH,AE
málmur,start,M
ættingi,start AE,IH
beltisdýr,start P EH T IH,S
hrjúfra,start Y UW V R,AE
tæla,start T,AE
eðlisfræði,start EH DH L IH S F R AE,IH
húnn,start HH,UW
grimmd,start,K
hjörð,start AE,R
þórey,start TH OH UW R,EH
disklingur,start T IH S K L IH NG,K
gufa,start K,V
hróarskelda,start OH UW AE S,EH
gála,start K AE UW L AE,stop
fótleggur,start F OH UW T L,EH
tuskulegur,start T S K L,EH
betlari,start P EH HH T L AE R IH,stop
namibía,start N AE M IH P,IH
sykurpúði,start S,IH
léttúð,start L Y,EH
rithönd,start R IH T HH AE,N
ljósakróna,start L Y OH UW S AE K R,OH
samhengi,start S AE M,HH
mynd,start M IH,N
smyrill,start S,M
einhver,start EH IH HH K V EH R,stop
soffía,start S AO,F
gáleysi,start K AE UW L EH,IH
frímerkjasafnari,start F R IH M EH AE S AE,P
jagúar,start Y AE K UW,AE
bólstraberg,start P OH UW L S T R,AE
kornbretaland,start K AO R T N P R EH T AE L,AE
líkindi,start L,IH
malmquist,start M AE L M K,V
bernhöft,start P EH R N HH,AE
stimpill,start S T IH,P
sítrónusýra,start S IH T R OH,UW
stress,start S,T
ofviðri,start AO V V IH DH R IH,stop
jórdan,start Y OH UW R T AE,N
rithönd,start R IH,T
meinafræði,start M EH IH N AE F R AE IH DH,IH
villigöltur,start V IH,T
asetón,start AE S EH T OH UW,N
spegill,start S P EH IH Y,IH
árstími,start AE UW R S T IH,M
svívirða,start S V IH V IH R DH,AE
brandur,start P R AE N,T
teikn,start T EH,IH
grunnsævi,start K R,N
fótasár,start F OH UW T AE S,AE
kynblendingur,start IH N P L EH N T IH NG K,R
bæli,start P,AE
ríkisfang,start R,IH
ragnar,start R AE,K
skjaldarmerki,start S AE L T AE R M EH,K
stökkull,start S,T
grunnskóli,start K R N S K OH UW,L
votur,start V AO T,R
veila,start V,EH
ex,start EH S,stop
vændi,start V AE IH N D,IH
áður,start AE,UW
beykitré,start P EH IH IH T R Y EH,stop
hvalveiði,start,K
internet,start IH,T
eyrnamergur,start EH IH R T N,AE
þrettán,start TH R EH HH T AE,UW
smjörlauf,start S M Y AE R,L
kremja,start K R EH M,Y
túnvorblóm,start T UW N,V
dólgur,start T OH UW,L
akurarfi,start AE K R AE R,V
áflog,start AE,UW
grænlenskur,start K R AE IH N L EH N S,K
poki,start P,AO
óratóría,start OH UW R AE T OH,UW
áburður,start AE UW,P
virka,start V IH K,AE
aukaspyrna,start K AE S P IH,R
knöttur,start K N AE HH T,R
dráttur,start T R AE UW HH,T
veggur,start V,EH
sveittur,start S,V
skoskur,start S,K
fölvi,start F AE L,V
örva,start AE R V,AE
húðsjúkdómafræði,start HH UW DH S Y UW K T OH UW M AE F R AE,IH
melanóra,start M EH L AE,N
